,LotArea,YearBuilt,OverallQual,OverallCond,GrLivArea,MiscFeature,GarageArea,KitchenQual,SalePrice
490,2665,1976,5,6,1304,,336,TA,115000
491,9490,1941,6,7,1578,,240,Fa,133000
492,15578,2006,6,5,1456,,429,TA,172785
493,7931,1960,5,6,1269,,308,TA,155000
494,5784,1938,5,8,886,,273,TA,91300
495,7879,1920,4,5,720,,0,TA,34900
496,12692,1992,8,5,3228,,546,Gd,430000
497,9120,1925,7,6,1820,,240,TA,184000
498,7800,1967,5,7,899,,288,Gd,130000
499,7535,1958,5,7,912,Shed,297,TA,120000
500,1890,1973,6,5,1218,,264,TA,113000
501,9803,2005,7,5,1768,,603,Gd,226700
502,9170,1965,5,7,1214,Shed,461,TA,140000
503,15602,1959,7,8,1801,,484,TA,289000
504,2308,1974,6,5,1322,,440,TA,147000
505,7596,1952,5,5,1960,,400,TA,124500
506,9554,1993,8,5,1911,,471,Gd,215000
507,7862,2009,6,5,1218,,676,Gd,208300
508,9600,1928,7,9,1378,,360,Gd,161000
509,9600,1959,5,6,1041,,270,TA,124500
510,14559,1951,5,7,1363,Shed,288,TA,164900
511,6792,2005,7,5,1368,,474,Gd,202665
512,9100,1958,5,5,864,,624,TA,129900
513,9187,1983,6,5,1080,,484,TA,134000
514,10594,1926,5,5,789,,200,TA,96500
515,12220,2009,10,5,2020,,900,Ex,402861
516,10448,1972,6,6,2119,,583,TA,158000
517,10208,1996,7,5,2344,,889,Gd,265000
518,9531,1998,6,5,1796,,546,TA,211000
519,10918,1926,7,9,2080,,282,Gd,234000
520,10800,1900,4,7,1294,,0,TA,106250
521,11988,1957,6,6,1244,,336,TA,150000
522,5000,1947,6,7,1664,,420,TA,159000
523,40094,2007,10,5,4676,,884,Ex,184750
524,11787,1996,7,5,2398,,834,Gd,315750
525,7500,2005,7,5,1266,,453,Gd,176000
526,13300,1956,5,7,928,,252,TA,132000
527,14948,2008,9,5,2713,,858,Ex,446261
528,9098,1920,4,7,605,,0,TA,86000
529,32668,1957,6,3,2515,,484,TA,200624
530,10200,1988,6,5,1509,,600,Gd,175000
531,6155,1920,6,8,1362,,502,TA,128000
532,7200,1955,5,7,827,,392,TA,107500
533,5000,1946,1,3,334,,0,Fa,39300
534,9056,2004,8,5,1414,,403,Gd,178000
535,7000,1910,5,7,1347,,0,TA,107500
536,8924,1998,7,5,1724,,527,Gd,188000
537,12735,1972,4,5,864,,576,TA,111250
538,11553,1968,5,5,1159,,336,TA,158000
539,11423,2001,8,5,1601,Shed,670,Gd,272000
540,14601,2006,9,5,1838,,765,Ex,315000
541,11000,2000,8,5,2285,,648,Gd,248000
542,10140,1998,7,5,1680,,583,Gd,213250
543,4058,1998,7,5,767,,367,TA,133000
544,17104,2006,7,5,1496,,426,Gd,179665
545,13837,1988,7,5,2183,,786,Gd,229000
546,8737,1923,6,7,1635,,440,TA,210000
547,7244,1970,5,7,768,,624,TA,129500
548,8235,1955,5,7,825,,720,TA,125000
549,9375,2003,7,5,2094,,615,Gd,263000
550,4043,1977,6,6,1069,,440,TA,140000
551,6000,1957,5,6,928,,288,TA,112500
552,11146,2006,8,5,1717,,908,Gd,255500
553,8777,1949,4,5,1126,,520,Gd,108000
554,10625,2003,7,5,2046,,871,Gd,284000
555,6380,1922,5,6,1048,,280,TA,113000
556,14850,1957,5,5,1092,,299,TA,141000
557,11040,1920,4,6,1336,,570,TA,108000
558,21872,1996,7,5,1446,,406,TA,175000
559,3196,2003,7,5,1557,,420,Gd,234000
560,11341,1957,5,6,1392,,528,TA,121500
561,10010,1974,5,5,1389,,418,TA,170000
562,13907,1940,5,6,996,,0,TA,108000
563,21780,1918,6,7,1674,,396,TA,185000
564,13346,1992,7,5,2295,,590,Gd,268000
565,6858,1915,6,4,1647,,216,Fa,128000
566,11198,2005,9,5,2504,,656,Ex,325000
567,10171,2004,7,5,1535,,532,Gd,214000
568,12327,1983,8,8,2132,,612,Gd,316600
569,7032,1979,5,5,943,,600,TA,135960
570,13101,1965,5,5,1728,,576,TA,142600
571,7332,1959,6,6,864,,288,Gd,120000
572,13159,2009,7,5,1692,,650,Gd,224500
573,9967,2000,7,5,1430,,400,TA,170000
574,10500,1971,5,7,1109,,288,TA,139000
575,8480,1947,5,5,1216,,336,TA,118500
576,6292,1928,7,7,1477,,216,TA,145000
577,11777,1966,5,6,1320,,564,TA,164500
578,3604,2007,7,5,1392,,540,Gd,146000
579,12150,1954,5,5,1795,,352,TA,131500
580,14585,1960,6,6,1429,,572,Gd,181900
581,12704,2008,8,5,2042,,1390,Ex,253293
582,11841,1990,6,5,816,,0,TA,118500
583,13500,1893,10,9,2775,,880,Gd,325000
584,6120,1935,4,7,1573,,240,Gd,133000
585,11443,2005,8,5,2028,,880,Gd,369900
586,10267,1918,6,7,838,,275,Fa,130000
587,8740,1982,5,6,860,,528,TA,137000
588,25095,1968,5,8,1473,,452,Ex,143000
589,9100,1930,5,6,935,Shed,308,TA,79500
590,8320,2004,7,5,1582,,520,Gd,185900
591,13478,2008,10,5,2296,,842,Ex,451950
592,6600,1982,5,8,816,,816,TA,138000
593,4435,2003,6,5,848,,420,Gd,140000
594,7990,1975,5,6,924,,280,TA,110000
595,11302,2005,8,5,1826,,758,Gd,319000
596,3600,1910,6,7,1368,,216,TA,114504
597,3922,2006,7,5,1402,,648,Gd,194201
598,12984,1977,5,6,1647,,621,Gd,217500
599,1950,1980,6,6,1556,,452,TA,151000
600,10927,2005,8,5,1904,,736,Ex,275000
601,9000,1937,6,6,1375,,544,Gd,141000
602,10041,1992,8,5,1915,,506,Gd,220000
603,3182,2004,7,5,1200,,480,Gd,151000
604,12803,2002,7,5,1494,,530,Gd,221000
605,13600,1965,7,6,1986,,486,TA,205000
606,12464,1996,5,5,1040,,576,Gd,152000
607,7800,1948,5,8,2008,,230,Ex,225000
608,12168,1934,8,6,3194,,380,TA,359100
609,7943,1961,4,5,1029,,261,TA,118500
610,11050,2000,9,5,2153,,736,Ex,313000
611,10395,1978,6,6,1032,Shed,564,TA,148000
612,11885,2001,8,5,1872,,531,Ex,261500
613,8402,2007,5,5,1120,,0,TA,147000
614,1491,1972,4,6,630,,0,TA,75500
615,8800,1963,6,7,1054,,480,Gd,137500
616,7861,2002,6,5,1509,,393,Gd,183200
617,7227,1954,6,6,832,,528,Gd,105500
618,11694,2007,9,5,1828,,774,Gd,314813
619,12244,2003,8,5,2262,,749,Gd,305000
620,8248,1914,3,3,864,,0,TA,67000
621,10800,1974,6,7,2614,,624,TA,240000
622,7064,1977,5,6,980,,484,TA,135000
623,2117,2000,6,5,1512,,440,Gd,168500
624,10400,1972,6,5,1790,,484,TA,165150
625,10000,1962,6,6,1116,,440,TA,160000
626,12342,1960,5,5,1422,Shed,286,TA,139900
627,9600,1955,6,6,1520,,364,TA,153000
628,11606,1969,5,5,2080,,504,Fa,135000
629,9020,1964,6,5,1350,,520,TA,168500
630,9000,1880,5,6,1750,,240,Ex,124000
631,4590,2006,8,5,1554,,627,Gd,209500
632,11900,1977,7,5,1411,,544,TA,82500
633,9250,1954,5,7,1056,,260,TA,139400
634,6979,1980,6,5,1056,Shed,576,TA,144000
635,10896,1914,6,7,3395,,0,Fa,200000
636,6120,1936,2,3,800,,0,Fa,60000
637,6000,1954,5,4,1387,,256,Gd,93000
638,8777,1910,5,7,796,,0,TA,85000
639,3982,2006,8,5,1567,,648,Ex,264561
640,12677,2003,8,5,1518,,588,Ex,274000
641,7050,2001,7,5,1929,,650,Gd,226000
642,13860,1972,8,7,2704,,538,Ex,345000
643,10793,1969,5,5,1620,,462,TA,152000
644,9187,2009,9,5,1766,,478,Ex,370878
645,10530,1971,6,5,981,,576,TA,143250
646,7200,1950,5,5,1048,,420,TA,98300
647,10452,1953,6,5,1094,,495,TA,155000
648,7700,1966,6,5,1839,,442,TA,155000
649,1936,1970,4,6,630,,0,TA,84500
650,8125,2007,7,6,1665,,562,Gd,205950
651,9084,1940,4,5,1510,,296,TA,108000
652,8750,1996,7,5,1716,,512,Gd,191000
653,10320,1906,6,7,1469,,216,TA,135000
654,10437,1995,8,6,2113,,839,Gd,350000
655,1680,1971,6,5,1092,,264,TA,88000
656,10007,1959,5,7,1053,,312,Gd,145500
657,7200,1931,7,6,1502,,270,TA,149000
658,17503,1948,6,5,1458,,330,TA,97500
659,9937,1964,5,7,1486,,480,TA,167000
660,12384,1976,7,7,1935,,550,TA,197900
661,46589,1994,8,7,2448,,711,Gd,402000
662,13560,1968,6,3,1392,,576,TA,110000
663,10012,1972,4,5,1181,,588,TA,137500
664,20896,2005,8,5,2097,,1134,Ex,423000
665,11194,2000,8,5,1936,,504,Gd,230500
666,18450,1965,6,5,2380,,596,TA,129000
667,8125,1994,6,5,1679,,575,Gd,193500
668,14175,1956,5,6,1437,,576,TA,168000
669,11600,1922,4,5,1180,,252,Fa,137500
670,8633,2005,6,5,1476,,540,Gd,173500
671,6629,1925,6,6,1369,,300,TA,103600
672,11250,1977,6,6,1208,,546,TA,165000
673,14442,1957,6,7,1839,,416,Gd,257500
674,9200,1965,6,6,1136,,384,TA,140000
675,2289,1978,6,6,1441,,440,TA,148500
676,9600,1900,4,2,1774,,779,TA,87000
677,9022,1924,5,8,792,,240,Gd,109500
678,11844,2008,8,5,2046,,834,Gd,372500
679,9945,1961,5,5,988,,572,TA,128500
680,8012,1980,6,5,923,,264,TA,143000
681,4500,1932,5,5,1520,,281,TA,159434
682,2887,1996,6,5,1291,,431,Gd,173000
683,11248,2002,9,5,1668,,702,Gd,285000
684,16770,1998,7,5,1839,,486,TA,221000
685,5062,1984,7,5,2090,,577,Gd,207500
686,10207,2007,7,6,1761,,578,Gd,227875
687,5105,2004,7,5,1102,,480,Gd,148800
688,8089,2007,8,6,1419,,567,Gd,392000
689,7577,2005,6,5,1362,,460,Gd,194700
690,4426,2004,6,5,848,,420,Gd,141000
691,21535,1994,10,6,4316,,832,Ex,755000
692,26178,1989,7,5,2519,,628,Gd,335000
693,5400,1921,5,6,1073,,326,TA,108480
694,6120,1936,5,6,1539,,576,TA,141500
695,13811,1987,6,6,1137,,551,Gd,176000
696,6000,1921,5,7,616,,205,TA,89000
697,6420,1952,5,7,1148,,308,TA,123500
698,8450,1965,5,8,894,,336,TA,138500
699,4282,2004,7,5,1391,,530,Gd,196000
700,14331,2002,8,5,1800,,765,Gd,312500
701,9600,1969,7,5,1164,,528,TA,140000
702,12438,2006,8,5,2576,,666,Ex,361919
703,7630,1900,5,9,1812,,672,Gd,140000
704,8400,2004,7,5,1484,,606,Gd,213000
705,5600,1930,4,5,1092,Othr,0,Fa,55000
706,115149,1971,7,5,1824,,739,Gd,302000
707,6240,2006,8,5,1324,,550,Gd,254000
708,9018,2007,7,5,1456,,400,Gd,179540
709,7162,1966,5,7,904,,408,TA,109900
710,4130,1935,3,6,729,,0,TA,52000
711,8712,1900,4,7,1178,,384,TA,102776
712,4671,1988,8,5,1228,,472,Gd,189000
713,9873,1970,4,5,960,,576,TA,129000
714,13517,1976,6,8,1479,,475,Gd,130500
715,10140,1974,6,5,1350,,478,TA,165000
716,10800,1890,7,8,2554,,704,TA,159500
717,10000,1973,5,6,1178,,439,Gd,157000
718,10542,1993,7,5,2418,,983,Gd,341000
719,9920,1969,5,6,971,,300,TA,128500
720,6563,1985,8,5,1742,,564,Gd,275000
721,4426,2004,6,5,848,,420,Gd,143000
722,8120,1970,4,7,864,,463,TA,124500
723,8172,1954,4,6,1470,,548,TA,135000
724,13286,2007,9,5,1698,,768,Ex,320000
725,6960,1970,4,6,864,Shed,660,Gd,120500
726,21695,1988,6,9,1680,,540,Gd,222000
727,7314,2007,7,5,1232,,632,Gd,194500
728,11475,1958,5,5,1776,,888,TA,110000
729,6240,1925,4,5,1208,,539,TA,103000
730,5389,1995,8,5,1616,,608,Gd,236500
731,9590,2003,7,5,1146,,438,Gd,187500
732,11404,1998,7,5,2031,,541,Gd,222500
733,10000,1961,5,6,1144,Shed,264,TA,131400
734,8978,1968,5,5,948,,300,TA,108000
735,10800,1914,7,7,1768,,320,TA,163000
736,8544,1950,3,4,1040,,400,TA,93500
737,10463,2005,8,5,1801,,800,Gd,239900
738,10800,1987,5,5,1200,,0,TA,179000
739,9313,2004,7,5,1728,,572,Gd,190000
740,9600,1910,5,7,1432,,360,TA,132000
741,6768,1961,6,8,912,,288,Gd,142000
742,8450,2000,7,5,1349,,539,TA,179000
743,12886,1963,5,6,1464,,480,TA,175000
744,5395,1993,8,5,1337,,462,Gd,180000
745,8963,1976,8,9,2715,,831,Gd,299800
746,8795,2000,7,5,2256,,554,Gd,236000
747,11700,1880,7,7,2640,,864,Gd,265979
748,10593,1996,7,5,1720,,527,Gd,260400
749,8405,1945,4,3,1529,,240,TA,98000
750,8800,1910,4,7,1140,,0,TA,96500
751,7750,2003,7,5,1320,,400,Gd,162000
752,9236,1997,6,5,1494,,576,Gd,217000
753,10240,2005,8,5,2098,,878,Ex,275500
754,7930,1969,6,8,1026,,440,Gd,156000
755,3230,1999,6,5,1471,,440,TA,172500
756,10769,2007,8,5,1768,,578,Gd,212000
757,11616,1978,6,5,1386,,440,TA,158900
758,2280,1999,7,5,1501,,440,TA,179400
759,12257,1995,8,5,2531,,752,Gd,290000
760,9100,1959,6,6,864,Shed,300,TA,127500
761,6911,1924,5,5,1301,,440,Fa,100000
762,8640,2009,7,5,1547,,614,Gd,215200
763,9430,1999,8,5,2365,,856,Gd,337000
764,9549,1995,8,5,1494,,481,Ex,270000
765,14587,2008,9,5,1506,,592,Ex,264132
766,10421,1988,7,5,1714,Shed,496,TA,196500
767,12508,1940,6,7,1750,Shed,423,TA,160000
768,9100,2004,7,5,1836,,484,Gd,216837
769,53504,2003,8,5,3279,,841,Ex,538000
770,7252,1982,5,5,858,,576,TA,134900
771,8877,1951,4,5,1220,,396,TA,102000
772,7819,1976,6,5,1117,,672,TA,107000
773,10150,1958,5,5,912,,275,TA,114500
774,14226,2006,8,5,1973,,895,Gd,395000
775,4500,1998,6,5,1204,,412,TA,162000
776,11210,2005,7,5,1614,,865,Gd,221500
777,13350,1974,5,5,894,,440,TA,142500
778,8400,1977,5,5,2020,,630,TA,144000
779,10530,1977,6,5,1004,,504,TA,135000
780,7875,1995,7,5,1253,,402,TA,176000
781,7153,1992,6,5,1603,,484,Gd,175900
782,16285,2001,7,5,1430,,605,Gd,187100
783,9101,1978,5,6,1110,,602,Gd,165500
784,6300,1914,6,6,1484,,0,TA,128000
785,9790,1967,6,5,1342,,457,TA,161500
786,10800,1915,5,6,1652,Shed,416,TA,139000
787,10142,2004,7,5,2084,,618,Gd,233000
788,6000,1954,4,7,901,,281,TA,107900
789,12205,1966,6,8,2087,,444,Gd,187500
790,3182,2005,7,5,1145,,397,Gd,160200
791,11333,1976,6,5,1062,,539,TA,146800
792,9920,1996,7,5,2013,,455,TA,269790
793,9158,2007,8,5,1496,,474,Gd,225000
794,10832,1994,7,5,1895,Shed,409,Gd,194500
795,8400,1980,6,6,1564,,476,TA,171000
796,8197,1977,6,5,1285,,528,TA,143500
797,7677,1953,5,5,773,,240,TA,110000
798,13518,2008,9,5,3140,,820,Ex,485000
799,7200,1937,5,7,1768,,240,Gd,175000
800,12798,1997,6,5,1688,Shed,603,Gd,200000
801,4800,1916,4,7,1196,,440,TA,109900
802,8199,2005,7,5,1456,,410,Gd,189000
803,13891,2008,9,5,2822,,1020,Ex,582933
804,9000,1954,5,5,1128,,286,TA,118000
805,12274,2008,7,5,1428,,554,Ex,227680
806,9750,1967,5,5,980,,384,TA,135500
807,21384,1923,5,6,1576,,528,Gd,223500
808,13400,1966,5,5,1086,,484,TA,159950
809,8100,1898,5,5,2138,,360,TA,106000
810,10140,1974,6,6,1309,,484,Gd,181000
811,4438,2004,6,5,848,,420,Gd,144500
812,8712,1952,5,5,1044,Shed,504,Fa,55993
813,9750,1958,6,6,1442,Shed,301,TA,157900
814,8248,1918,5,7,1250,,280,Fa,116000
815,12137,1998,7,5,1661,,598,Gd,224900
816,11425,1954,5,6,1008,,275,TA,137000
817,13265,2002,8,5,1689,,857,Gd,271000
818,8816,1971,6,7,1052,,440,TA,155000
819,6371,2009,7,5,1358,,484,Gd,224000
820,7226,2003,7,5,1640,,595,Gd,183000
821,6000,1953,4,4,936,,576,TA,93000
822,12394,2003,7,5,1733,,433,Gd,225000
823,9900,1940,6,7,1489,,240,TA,139500
824,11216,2006,8,5,1489,,776,Gd,232600
825,14803,2007,10,5,2084,,1220,Ex,385000
826,6130,1924,5,6,784,,0,Gd,109500
827,8529,2001,7,5,1434,,527,Gd,189000
828,28698,1967,5,5,2126,,538,TA,185000
829,2544,2005,7,5,1223,,480,Gd,147400
830,11900,1957,6,5,1392,,458,TA,166000
831,3180,2005,7,5,1200,,480,Gd,151000
832,9548,2003,7,6,1829,,613,Gd,237000
833,10004,1964,6,6,1516,,472,TA,167000
834,7875,1961,5,6,1144,,456,TA,139950
835,9600,1950,4,7,1067,,436,Gd,128000
836,8100,1948,5,6,1559,,812,TA,153500
837,1680,1973,6,5,987,,264,TA,100000
838,9525,1995,5,6,1099,,352,Gd,144000
839,11767,1946,5,6,1200,,240,TA,130500
840,12155,1925,6,8,1482,,400,Fa,140000
841,10440,1904,5,8,1539,,686,Gd,157500
842,9020,1966,6,7,1165,,490,TA,174900
843,8000,1961,5,4,1800,,0,TA,141000
844,12665,1915,5,8,1416,,720,TA,153900
845,16647,1975,5,5,1701,,611,TA,171000
846,9317,1993,7,5,1775,,425,Gd,213000
847,15523,1972,5,6,864,,338,TA,133500
848,45600,1908,6,8,2358,,360,TA,240000
849,9600,1976,6,7,1855,,512,TA,187000
850,4435,2003,6,5,848,,420,Gd,131500
851,3196,2003,8,5,1456,,400,Gd,215000
852,7128,1941,7,5,1646,,240,TA,164000
853,12095,1964,6,6,1445,,645,TA,158000
854,17920,1955,5,4,1779,,454,TA,170000
855,6897,1962,5,8,1040,,260,TA,127000
856,10970,1978,6,6,1026,,576,TA,147000
857,8125,1994,6,5,1481,,343,TA,174000
858,10400,1976,7,5,1370,,479,TA,152000
859,11029,1968,6,7,2654,,619,Gd,250000
860,7642,1918,7,8,1426,,216,Gd,189950
861,11625,1965,5,4,1039,,504,TA,131500
862,9672,1984,6,5,1097,,480,TA,152000
863,7931,1959,5,5,1148,,672,TA,132500
864,8640,2007,7,5,1372,,529,Gd,250580
865,8750,1970,5,6,1002,,902,TA,148500
866,10656,2006,8,5,1646,,870,Gd,248900
867,6970,1961,4,5,1120,Shed,544,Fa,129000
868,14762,1948,5,6,2320,,672,TA,169000
869,9938,1993,7,5,1949,,574,Gd,236000
870,6600,1962,5,5,894,,308,TA,109500
871,8750,1998,6,5,1682,,523,Gd,200500
872,8892,1953,5,7,910,,414,Gd,116000
873,12144,1949,5,7,1268,Othr,288,TA,133000
874,5720,1941,5,6,1131,,200,TA,66500
875,9000,2007,8,5,2610,,550,Ex,303477
876,25286,1963,4,5,1040,,648,TA,132250
877,8834,2004,9,5,2224,,738,Ex,350000
878,11782,1961,5,7,1155,Shed,576,Gd,148000
879,7000,1978,5,8,864,,336,TA,136500
880,7024,2005,5,5,1090,,450,TA,157000
881,13758,1990,7,5,1717,,400,Gd,187500
882,9636,1992,6,5,1593,,389,TA,178000
883,6204,1912,4,5,2230,,440,TA,118500
884,7150,1967,5,5,892,,288,TA,100000
885,5119,1999,9,5,1709,,506,Gd,328900
886,8393,1959,5,5,1712,,588,TA,145000
887,16466,1955,5,7,1393,,300,TA,135500
888,15865,1970,8,6,2217,,621,Gd,268000
889,12160,1953,6,4,1505,,505,TA,149500
890,8064,1949,5,7,924,Shed,576,TA,122900
891,11184,1978,6,5,1683,,440,TA,172500
892,8414,1963,6,8,1068,,264,TA,154500
893,13284,1954,5,5,1383,,354,TA,165000
894,7018,1979,5,5,1535,,400,TA,118858
895,7056,1963,6,5,1796,,483,TA,140000
896,8765,1936,4,6,951,,327,TA,106500
897,7018,1979,5,5,2240,,528,TA,142953
898,12919,2009,9,5,2364,,820,Ex,611657
899,6993,1961,5,7,1236,,288,TA,135000
900,7340,1971,4,6,858,,684,TA,110000
901,8712,1957,5,7,1306,,756,TA,153000
902,7875,2003,7,5,1509,,393,Gd,180000
903,14859,2006,7,5,1670,,690,Gd,240000
904,6173,1967,5,6,902,,288,TA,125500
905,9920,1954,5,5,1063,,280,TA,128000
906,13501,2006,8,5,1636,,865,Gd,255000
907,11500,1936,7,7,2057,,180,Gd,250000
908,8885,1983,5,5,902,,484,TA,131000
909,12589,2005,6,5,1484,,390,Gd,174000
910,11600,1960,5,5,2274,,480,TA,154300
911,9286,1977,5,7,1268,,252,Gd,143500
912,6120,1925,5,7,1015,Shed,450,TA,88000
913,6270,1949,5,6,2002,,871,TA,145000
914,3000,2009,6,5,1224,,528,Gd,173733
915,2001,1970,4,5,1092,,286,TA,75000
916,9000,1949,2,3,480,,308,TA,35311
917,17140,1956,4,6,1229,,284,TA,135000
918,13125,1991,7,5,2127,,833,Gd,238000
919,11029,1958,6,8,1414,,601,TA,176500
920,8462,1994,6,5,1721,,471,Gd,201000
921,8777,1900,5,7,2200,,0,TA,145900
922,10237,2005,6,5,1316,,397,Gd,169990
923,8012,1993,6,5,1617,,533,Gd,193000
924,10240,1980,6,6,1686,,612,TA,207500
925,15611,1977,5,6,1126,,540,Ex,175000
926,11999,2003,8,5,2374,,656,Ex,285000
927,9900,1968,7,5,1978,,486,TA,176000
928,11838,2001,8,5,1788,,522,Ex,236500
929,13006,1997,7,5,2236,,642,Gd,222000
930,8925,2007,8,5,1466,,610,Gd,201000
931,9100,1965,5,6,925,,429,TA,117500
932,11670,2006,9,5,1905,,788,Ex,320000
933,8487,2004,7,5,1500,,570,Gd,190000
934,27650,1960,7,7,2069,,505,Gd,242000
935,5825,1926,4,5,747,,528,TA,79900
936,10083,2003,7,5,1200,,555,Gd,184900
937,9675,2005,7,5,1971,,689,Gd,253000
938,8760,2006,7,5,1962,,868,Gd,239799
939,24090,1940,7,7,2403,,349,TA,244400
940,12640,1976,6,5,1728,,574,TA,150900
941,8755,1999,7,5,2060,,390,Gd,214000
942,7711,1977,4,3,1440,,0,TA,150000
943,25000,1967,5,4,1632,,576,TA,143000
944,14375,1958,6,6,1344,,525,Gd,137500
945,8820,1890,5,6,1869,,456,TA,124900
946,8163,1959,5,6,1144,,796,TA,143000
947,14536,2002,8,5,1629,,808,Gd,270000
948,14006,2002,7,5,1776,,474,Gd,192500
949,9360,1972,6,7,1381,,676,Gd,197500
950,7200,1950,5,8,864,,720,Gd,129000
951,7800,1965,5,5,965,,300,TA,119900
952,7200,1972,5,8,768,,396,TA,133900
953,11075,1969,5,4,1968,Shed,530,TA,172000
954,9400,1975,6,5,980,,0,TA,127500
955,7136,1946,6,6,1958,,492,TA,145000
956,1300,1980,6,6,1229,,462,TA,124000
957,7420,1962,5,5,1057,,576,TA,132000
958,8450,2003,7,5,1337,,531,Gd,185000
959,2572,1999,7,5,1416,,484,Gd,155000
960,7207,1958,5,7,858,,0,TA,116500
961,12227,1977,6,7,2872,,619,TA,272000
962,2308,1976,6,6,1548,,440,Gd,155000
963,11923,2007,9,5,1800,,702,Ex,239000
964,11316,2002,7,5,1894,,510,Gd,214900
965,10237,2005,6,5,1484,,393,Gd,178900
966,9600,1940,5,7,1308,,256,TA,160000
967,7390,1955,5,7,1098,,260,TA,135000
968,5925,1910,3,6,968,,0,TA,37900
969,10382,1958,6,5,1095,,264,TA,140000
970,10800,1949,4,4,1192,,0,TA,135000
971,2268,2003,7,5,1626,,474,Gd,173000
972,7892,1979,6,5,918,,264,TA,99500
973,11639,2007,7,5,1428,,480,Gd,182000
974,11414,1910,7,8,2019,,532,Gd,167500
975,2651,2000,7,5,1382,,490,Gd,165000
976,5900,1923,4,7,869,,0,Fa,85500
977,4274,2006,7,5,1241,,569,Gd,199900
978,9450,1954,4,5,894,,400,TA,110000
979,8816,1963,5,6,1121,,480,TA,139000
