,LotArea,YearBuilt,OverallQual,OverallCond,GrLivArea,MiscFeature,GarageArea,KitchenQual,SalePrice
980,12122,1961,7,9,999,,588,Ex,178400
981,12203,1998,8,5,2612,,676,Gd,336000
982,3182,2007,7,5,1266,,388,Gd,159895
983,11250,2002,8,5,2290,,779,Gd,255900
984,10125,1977,5,5,1734,,539,Gd,126000
985,10880,1950,5,5,1164,,240,TA,125000
986,5310,1910,6,8,1635,,255,Gd,117000
987,10159,2009,9,5,1940,,606,Ex,395192
988,12046,1976,6,6,2030,,551,Gd,195000
989,8125,2006,7,5,1576,,614,Gd,197000
990,9452,1997,8,5,2392,,870,Gd,348000
991,17671,1882,8,9,1742,,424,Gd,168000
992,9760,1964,6,8,1851,,440,Gd,187000
993,8846,2005,6,5,1500,,564,Gd,173900
994,12456,2006,10,5,1718,,786,Ex,337500
995,4712,1946,4,7,1230,,305,TA,121600
996,10659,1961,5,6,1050,,368,TA,136500
997,11717,1970,6,6,1442,,615,TA,185000
998,9786,1922,3,4,1077,,210,TA,91000
999,6762,2006,7,5,1208,,632,Gd,206000
1000,10206,1952,3,3,944,,528,Fa,82000
1001,5400,1920,5,6,691,,216,Ex,86000
1002,11957,2006,8,5,1574,,824,Gd,232000
1003,11500,1976,5,6,1680,,528,TA,136905
1004,3182,2005,7,5,1504,,457,Gd,181000
1005,8385,1977,5,8,985,,328,TA,149900
1006,12155,1970,6,3,1657,,484,TA,163500
1007,2217,1970,4,4,1092,,286,TA,88000
1008,12118,2004,7,5,1710,,550,Gd,240000
1009,6000,1926,5,5,1522,,0,TA,102000
1010,21286,1948,5,5,1271,,312,TA,135000
1011,9825,1965,5,5,1664,,0,TA,100000
1012,10592,1923,6,7,1502,,180,Gd,165000
1013,7200,1910,5,4,1022,,280,TA,85000
1014,11664,1948,6,5,1082,,240,TA,119200
1015,8400,2001,8,6,1665,,528,Gd,227000
1016,11883,1996,7,5,1504,,478,Gd,203000
1017,5814,1984,8,5,1360,,565,Gd,187500
1018,10784,1991,7,5,1472,,402,Gd,160000
1019,3013,2005,7,5,1506,,440,Gd,213490
1020,7024,2005,4,5,1132,,451,Gd,176000
1021,7406,2006,7,5,1220,,632,Gd,194000
1022,9439,1930,5,5,1248,,160,TA,87000
1023,3182,2005,7,5,1504,,437,Gd,191000
1024,15498,1976,8,6,2898,,665,Gd,287000
1025,7700,1972,5,5,882,,461,TA,112500
1026,9300,1960,5,5,1264,,461,TA,167500
1027,9520,2007,8,5,1646,,800,Gd,293077
1028,9492,1941,5,5,1376,,240,TA,105000
1029,1680,1972,6,7,1218,,264,TA,118000
1030,7082,1916,5,8,1928,,0,TA,160000
1031,15863,1920,7,3,3082,,672,TA,197000
1032,14541,1993,8,7,2520,,796,Gd,310000
1033,8125,2002,7,5,1654,,900,Gd,230000
1034,6305,1938,5,7,954,,240,Fa,119750
1035,11500,1957,4,3,845,,290,TA,84000
1036,12898,2007,9,5,1620,,912,Ex,315500
1037,9240,2001,8,5,2263,,905,Gd,287000
1038,1533,1970,4,6,1344,,0,TA,97000
1039,1477,1970,4,4,630,,286,TA,80000
1040,13125,1957,5,4,1803,,484,TA,155000
1041,9130,1966,6,8,1632,,484,Gd,173000
1042,5381,2005,6,5,1306,,624,Gd,196000
1043,11839,1990,7,5,2329,,514,Gd,262280
1044,9600,1981,8,5,2524,,542,Gd,278000
1045,13680,1955,3,5,1733,,452,TA,139600
1046,16056,2005,9,5,2868,,716,Ex,556581
1047,9245,1994,5,5,990,,672,TA,145000
1048,21750,1960,5,4,1771,,336,TA,115000
1049,11100,1946,4,7,930,,308,Gd,84900
1050,8993,2007,7,5,1302,,436,Gd,176485
1051,11175,2007,7,5,1316,,440,Gd,200141
1052,9500,1964,6,6,1977,,540,TA,165000
1053,8562,1957,5,6,1526,,364,TA,144500
1054,11367,2002,8,5,1989,,586,Gd,255000
1055,11361,1976,6,5,1523,,478,TA,180000
1056,7052,2005,7,5,1364,,484,Gd,185850
1057,29959,1994,7,6,1850,,467,Gd,248000
1058,11308,2008,9,5,2184,,836,Ex,335000
1059,11275,1932,6,7,1991,,432,TA,220000
1060,4920,2001,8,5,1338,,582,Gd,213500
1061,18000,1935,3,4,894,Shed,1248,TA,81000
1062,13600,1900,5,5,2337,,560,TA,90000
1063,6000,1925,6,6,1103,,440,Gd,110500
1064,11000,1966,5,6,1154,,480,TA,154000
1065,14000,1996,7,5,2260,,533,Gd,328000
1066,7837,1993,6,7,1571,,380,TA,178000
1067,9760,1964,6,6,1611,,442,TA,167900
1068,3964,1973,6,4,2521,,576,TA,151400
1069,9600,1949,5,7,893,,576,Gd,135000
1070,10152,1956,5,5,1048,,286,TA,135000
1071,11700,1968,6,6,1556,,441,TA,154000
1072,7585,1948,5,3,1456,,280,TA,91500
1073,7950,1977,6,6,1426,,440,TA,159500
1074,8556,2006,7,5,1240,,826,Gd,194000
1075,13125,1940,7,6,1740,,240,TA,219500
1076,10800,1936,5,8,1466,Shed,566,Gd,170000
1077,15870,1969,5,5,1096,,299,TA,138800
1078,4435,2004,6,5,848,,420,Gd,155900
1079,8775,1994,5,5,990,,299,TA,126000
1080,11040,1971,6,7,1258,,528,Gd,145000
1081,7500,1963,5,5,1040,,308,TA,133000
1082,8749,2002,7,5,1459,,527,Gd,192000
1083,8800,1964,6,6,1251,Shed,461,TA,160000
1084,13031,1995,6,5,1498,,409,TA,187500
1085,9069,1992,6,6,996,,564,Gd,147000
1086,1974,1973,4,5,1092,,286,TA,83500
1087,10574,2005,8,5,1953,,1043,Gd,252000
1088,2522,2004,7,5,1709,,380,Gd,137500
1089,3316,2005,8,5,1247,,550,Gd,197000
1090,8544,1950,3,4,1040,,400,TA,92900
1091,2160,1999,7,5,1252,,462,Gd,160000
1092,8400,1925,6,5,1694,,576,TA,136500
1093,9230,1965,5,8,1200,,884,Gd,146000
1094,5868,1956,5,7,936,,308,TA,129000
1095,9317,2006,6,5,1314,,440,Gd,176432
1096,6882,1914,6,7,1355,,0,Gd,127000
1097,3696,1986,8,5,1088,,461,Gd,170000
1098,6000,1936,4,6,1324,,240,TA,128000
1099,11880,1978,7,5,1601,,478,TA,157000
1100,8400,1920,2,5,438,,246,Fa,60000
1101,9758,1971,5,5,950,,280,TA,119500
1102,7000,1960,5,7,1134,,254,TA,135000
1103,8910,1959,6,6,1194,,539,TA,159500
1104,2016,1970,5,5,1302,,440,TA,106000
1105,12256,1994,8,5,2622,,712,Gd,325000
1106,10357,1990,7,5,1442,,719,Gd,179900
1107,23257,2006,7,5,2021,,422,Gd,274725
1108,8063,2000,6,5,1690,,463,TA,181000
1109,11362,2004,8,5,1836,,862,Gd,280000
1110,8000,1995,6,5,1658,,431,TA,188000
1111,10480,1976,7,6,1964,,483,TA,205000
1112,7100,1957,5,7,816,,308,TA,129900
1113,8923,1953,5,7,1008,,240,Gd,134500
1114,5400,1954,5,7,833,,326,Gd,117000
1115,12085,2007,8,5,1734,,928,Ex,318000
1116,7750,2002,8,5,1419,,527,Gd,184100
1117,9764,1967,5,7,894,,450,Gd,130000
1118,13825,1958,5,6,1601,,300,TA,140000
1119,7560,1959,5,5,1040,,286,TA,133700
1120,8263,1920,6,5,1012,,308,TA,118400
1121,10084,2005,7,5,1552,,782,Gd,212900
1122,8926,1956,4,3,960,,288,TA,112000
1123,9405,1947,5,9,698,,0,TA,118000
1124,9125,1992,7,5,1482,,392,Gd,163900
1125,10434,1955,4,5,1005,,672,Fa,115000
1126,3684,2007,7,5,1555,,660,Gd,174000
1127,14572,2004,7,5,1530,,630,Gd,259000
1128,11796,2004,7,5,1959,,434,Gd,215000
1129,7200,1980,5,5,936,,672,TA,140000
1130,7804,1928,4,3,1981,,576,Gd,135000
1131,10712,1991,5,5,974,,0,TA,93500
1132,9900,1880,6,4,2210,,205,Fa,117500
1133,9828,1995,8,5,2020,,466,Gd,239500
1134,8773,1997,6,5,1600,,460,TA,169000
1135,6180,1926,6,5,986,,180,TA,102000
1136,9600,1950,6,5,1252,,288,TA,119000
1137,6342,1875,5,8,1020,,0,TA,94000
1138,9819,1977,6,5,1567,,714,Gd,196000
1139,8731,1920,5,5,1167,,495,TA,144000
1140,7350,1951,5,7,952,,840,TA,139000
1141,10304,1976,5,7,1868,,484,Gd,197500
1142,9965,2006,8,5,2828,,1052,Gd,424870
1143,9000,1959,5,3,1006,,0,TA,80000
1144,12180,1941,4,4,924,,280,Fa,80000
1145,6240,1928,5,6,1576,,225,TA,149000
1146,11200,1985,6,5,1298,,403,Gd,180000
1147,12000,1941,7,7,1564,,234,Fa,174500
1148,5700,1926,7,7,1111,,288,TA,116900
1149,9000,1920,7,9,1482,,324,TA,143000
1150,8280,1950,6,5,932,,306,Gd,124000
1151,17755,1959,5,4,1466,,528,Fa,149900
1152,14115,1956,6,7,1811,,470,Ex,230000
1153,5890,1930,6,8,816,,432,TA,120500
1154,13700,1965,7,6,1820,,492,Gd,201800
1155,10768,1976,5,8,1437,,528,Gd,218000
1156,9350,1965,5,8,1265,,502,Gd,179900
1157,5001,2007,7,5,1314,,626,Gd,230000
1158,11932,2007,8,5,1580,,830,Gd,235128
1159,9120,1974,6,6,1876,,540,Gd,185000
1160,2280,1978,6,5,1456,,440,TA,146000
1161,14778,1954,6,7,1640,,924,Gd,224000
1162,8724,1968,5,5,894,,450,TA,129000
1163,12900,1969,4,4,1258,,400,TA,108959
1164,16157,1978,5,7,1432,,588,Gd,194000
1165,9541,2009,7,5,1502,,644,Gd,233170
1166,10475,2008,8,5,1694,,776,Gd,245350
1167,10852,2000,6,5,1671,,472,TA,173000
1168,13728,1935,6,7,2108,,540,Gd,235000
1169,35760,1995,10,5,3627,,807,Gd,625000
1170,9880,1977,6,6,1118,,358,TA,171000
1171,9120,1958,6,6,1261,Shed,433,TA,163000
1172,4017,2006,7,5,1250,,625,Gd,171900
1173,18030,1946,5,6,3086,,0,Ex,200500
1174,16560,1932,6,8,2345,,360,TA,239000
1175,10678,1992,8,5,2872,,541,Gd,285000
1176,6951,1984,5,5,923,,264,TA,119500
1177,3950,1926,6,8,1224,,210,TA,115000
1178,7681,1921,5,6,1343,,186,TA,154900
1179,8335,1954,5,5,1124,,0,TA,93000
1180,11170,1990,7,5,2514,,693,TA,250000
1181,5587,2008,8,5,1652,,482,Gd,392500
1182,15623,1996,10,5,4476,,813,Ex,745000
1183,10800,1920,5,6,1130,,720,TA,120000
1184,35133,1963,5,4,1572,,995,TA,186700
1185,9738,1924,5,7,1221,,392,TA,104900
1186,10615,1900,3,5,1699,,420,TA,95000
1187,12461,1994,8,5,1624,,757,Gd,262000
1188,8935,2002,7,5,1660,,493,Gd,195000
1189,7500,1999,7,5,1804,,442,Gd,189000
1190,32463,1961,4,4,1622,,1356,TA,168000
1191,2645,1999,8,5,1441,,492,Gd,174000
1192,9600,1925,5,8,1472,,250,Gd,125000
1193,4500,1999,6,5,1224,,402,TA,165000
1194,9364,1969,6,7,1352,,299,TA,158000
1195,8029,2005,6,5,1456,,400,Gd,176000
1196,14054,2006,7,5,1863,,660,Gd,219210
1197,8850,1916,7,6,1690,,225,TA,144000
1198,9100,2001,7,5,1212,,573,Gd,178000
1199,11235,1963,4,5,1382,,459,TA,148000
1200,9353,1970,4,5,864,Shed,280,TA,116050
1201,10400,1998,7,5,1779,,546,Gd,197900
1202,6000,1925,5,8,1348,,216,TA,117000
1203,9750,2000,7,5,1630,,451,Gd,213000
1204,10140,1975,5,6,1074,,495,TA,153500
1205,14684,1990,7,7,2196,,701,Gd,271900
1206,8900,1966,4,4,1056,,384,TA,107000
1207,9135,2003,6,5,1700,,544,Gd,200000
1208,7763,1962,5,7,1283,,506,TA,140000
1209,10182,2006,8,5,1660,,500,Gd,290000
1210,11218,1992,6,5,1845,Shed,462,Gd,189000
1211,12134,1988,8,7,1752,,492,TA,164000
1212,9340,1941,4,6,672,,234,TA,113000
1213,10246,1965,4,9,960,,364,TA,145000
1214,10205,1962,5,5,999,,300,TA,134500
1215,7094,1966,5,5,894,,384,TA,125000
1216,8930,1978,6,5,1902,,539,TA,112000
1217,8640,2009,8,5,1314,,552,Gd,229456
1218,6240,1947,4,5,912,,0,TA,80500
1219,1680,1971,6,5,1218,,0,TA,91500
1220,7800,1964,5,5,912,,288,TA,115000
1221,8250,1968,5,5,1211,,322,TA,134000
1222,10496,1949,6,6,1846,,315,TA,143000
1223,10680,1951,5,3,2136,,528,TA,137900
1224,15384,2004,7,5,1490,,388,Gd,184000
1225,10482,1958,6,8,1138,,264,TA,145000
1226,14598,2007,6,5,1933,,668,Gd,214000
1227,8872,1965,5,8,912,,576,Gd,147000
1228,8769,2008,9,5,1702,,1052,Ex,367294
1229,7910,1960,5,5,1507,,404,TA,127000
1230,18890,1977,5,5,2620,Gar2,600,TA,190000
1231,7728,1962,5,6,1190,,540,TA,132500
1232,9842,1962,4,5,1224,,462,TA,101800
1233,12160,1959,5,5,1188,,531,TA,142000
1234,8525,1911,5,6,1964,,0,TA,130000
1235,13132,1914,5,5,1784,,180,TA,138887
1236,2628,2003,7,5,1626,,474,Gd,175500
1237,12393,2004,7,5,1948,,434,Gd,195000
1238,13072,2005,6,5,1141,,484,TA,142500
1239,9037,2006,8,5,1484,,472,Ex,265900
1240,8158,2003,7,5,1768,,543,Gd,224900
1241,9849,2007,7,6,1689,,954,Gd,248328
1242,10625,1974,7,6,1173,,528,Gd,170000
1243,13891,2006,10,5,2076,,850,Ex,465000
1244,11435,1929,8,7,1517,,400,Gd,230000
1245,12090,1984,6,7,1868,,477,TA,178000
1246,8125,2005,7,5,1553,,615,Gd,186500
1247,12328,1976,6,5,1034,,888,TA,169900
1248,9600,1917,6,5,2058,,396,TA,129500
1249,7200,1950,5,7,988,,276,TA,119000
1250,11160,1968,7,5,2110,,522,Ex,244000
1251,3136,2003,7,5,1405,,478,Gd,171750
1252,9858,1968,5,6,874,Shed,288,TA,130000
1253,17542,1974,7,7,2167,,518,Gd,294000
1254,6931,2003,7,5,1656,,397,Gd,165400
1255,6240,1931,6,6,1367,,560,TA,127500
1256,14303,1994,8,5,1987,,691,Gd,301500
1257,4060,1922,5,8,864,,0,TA,99900
1258,9587,2005,7,5,1166,,400,Gd,190000
1259,9750,1969,6,8,1054,,460,TA,151000
1260,24682,1999,6,5,1675,,502,TA,181000
1261,9600,1956,5,6,1050,,338,TA,128900
1262,11250,1957,4,5,1788,,304,TA,161500
1263,13515,1919,6,6,1824,,520,TA,180500
1264,4060,1998,6,5,1337,,511,Gd,181000
1265,3735,1999,7,5,1452,,506,Gd,183900
1266,10120,1910,7,4,1889,,308,TA,122000
1267,13214,2008,9,5,2018,,746,Ex,378500
1268,14100,1935,8,9,3447,,1014,Gd,381000
1269,11344,1958,5,5,1524,,315,TA,144000
1270,23595,1979,7,6,1524,,586,Gd,260000
1271,9156,1968,6,7,1489,,462,Gd,185750
1272,13526,1965,5,6,935,,288,TA,137000
1273,11512,1959,6,7,1357,,312,Ex,177000
1274,5362,1910,5,6,1250,,552,TA,139000
1275,11345,1948,5,5,1920,,400,TA,137000
1276,12936,1972,6,6,1395,,497,TA,162000
1277,17871,1967,6,5,1724,,480,TA,197900
1278,9473,2002,8,5,2031,,577,Gd,237000
1279,7500,1920,4,4,1128,,528,TA,68400
1280,9808,2002,7,5,1573,,544,Gd,227000
1281,8049,1990,7,5,1339,,484,TA,180000
1282,8800,1977,5,7,1040,,484,Gd,150500
1283,9400,1971,6,5,1824,,0,TA,139000
1284,9638,1919,6,7,2447,,336,Gd,169000
1285,6000,1939,6,6,1412,,280,TA,132500
1286,9790,1963,6,5,1328,,528,TA,143000
1287,36500,1964,5,5,1582,,390,TA,190000
1288,5664,2000,8,5,1659,,499,Ex,278000
1289,11065,2006,8,5,1970,,753,Ex,281000
1290,14112,1964,5,7,1152,,484,TA,180500
1291,1680,1972,5,7,1302,,264,TA,119500
1292,6600,1892,5,4,2372,,432,TA,107500
1293,10140,1976,7,5,1664,,528,TA,162900
1294,8172,1955,5,7,864,,572,TA,115000
1295,8400,1968,5,5,1052,,288,TA,138500
1296,8700,1963,5,6,1128,,525,TA,155000
1297,3675,2005,6,5,1072,,525,TA,140000
1298,63887,2008,10,5,5642,,1418,Ex,160000
1299,7500,1959,5,7,1246,,305,Gd,154000
1300,10762,1999,7,5,1983,,490,Gd,225000
1301,7500,1942,6,7,1494,,213,Gd,177500
1302,10120,1994,8,5,2526,,844,Gd,290000
1303,8688,2005,7,5,1616,,834,Gd,232000
1304,3363,2004,7,5,1708,,380,Gd,130000
1305,13173,2006,9,5,1652,,840,Ex,325000
1306,6955,2005,7,5,1368,,474,Gd,202500
1307,8072,1994,5,5,990,,480,TA,138000
1308,12000,1948,5,7,1122,,528,Gd,147000
1309,7153,1991,6,5,1294,,496,Gd,179200
1310,17500,1959,7,8,1902,,567,Ex,335000
1311,8814,2005,7,5,1274,,508,Gd,203000
1312,9572,1990,8,5,2810,,750,Gd,302000
1313,14774,1999,9,5,2599,,779,Gd,333168
1314,8190,1954,4,6,948,,280,TA,119000
1315,11075,1969,6,5,2112,,576,TA,206900
1316,10226,2008,8,5,1630,,860,Ex,295493
1317,4230,2006,7,5,1352,,466,Gd,208900
1318,14781,2001,8,5,1787,,748,Gd,275000
1319,10215,1954,4,5,948,,248,TA,111000
1320,8400,1957,6,3,1478,,442,TA,156500
1321,6627,1949,3,6,720,,287,TA,72500
1322,10186,1992,7,5,1923,,564,Gd,190000
1323,5330,1940,4,7,708,,0,Fa,82500
1324,9986,2006,8,5,1795,,895,Gd,147000
1325,3636,1922,4,4,796,,0,TA,55000
1326,4270,1931,3,6,774,,0,Gd,79000
1327,6600,1982,5,9,816,,264,Gd,130500
1328,10440,1920,6,7,2792,Shed,520,TA,256000
1329,9084,1998,7,5,1632,,462,TA,176500
1330,10000,2006,8,5,1588,,825,Gd,227000
1331,10780,1976,5,5,954,,576,TA,132500
1332,8877,1938,4,6,816,,288,TA,100000
1333,7200,1938,5,6,1360,,297,Gd,125500
1334,2368,1970,5,6,1365,,440,TA,125000
1335,9650,1977,6,5,1334,,630,TA,167900
1336,9246,1973,5,5,1656,,506,TA,135000
1337,4118,1941,4,4,693,,0,Fa,52500
1338,13450,2002,7,5,1861,,492,Gd,200000
1339,9560,1972,5,7,864,,288,TA,128500
1340,8294,1971,4,5,872,,480,TA,123000
1341,13695,2003,6,5,1114,,576,Gd,155000
1342,9375,2002,8,5,2169,,647,Gd,228500
1343,7558,1928,6,6,1913,,342,TA,177000
1344,11103,2006,7,5,1456,,440,Gd,155835
1345,6000,1920,4,4,960,,308,Fa,108500
1346,20781,1968,7,7,2156,,508,TA,262500
1347,15306,2006,8,5,1776,,712,Gd,283463
1348,16196,1998,7,5,1494,,514,Gd,215000
1349,5250,1872,8,5,2358,,0,TA,122000
1350,11643,1969,5,5,2634,,968,TA,200000
1351,9247,1962,6,6,1716,,490,TA,171000
1352,6000,1937,6,9,1176,,624,TA,134900
1353,14720,1995,8,5,3238,,666,Gd,410000
1354,10316,2000,7,5,1865,,839,Gd,235000
1355,10192,1968,7,6,1920,,487,Gd,170000
1356,9477,1966,5,5,892,,264,TA,110000
1357,12537,1971,5,6,1078,,500,TA,149900
1358,2117,2000,6,5,1573,,440,Gd,177500
1359,16737,2004,9,5,1980,,770,Ex,315000
1360,9842,1921,5,6,2601,,621,TA,189000
1361,16158,2005,7,5,1530,,430,Gd,260000
1362,12513,1920,4,4,1738,,368,TA,104900
1363,8499,2006,6,5,1412,,432,Gd,156932
1364,3180,2005,7,5,1200,,480,Gd,144152
1365,7500,2000,7,5,1674,,663,Gd,216000
1366,9179,1999,7,5,1790,,588,Gd,193000
1367,2665,1977,5,6,1475,,336,TA,127000
1368,4435,2003,6,5,848,,420,Gd,144000
1369,10635,2003,8,5,1668,,502,Gd,232000
1370,5400,1920,4,6,1374,,338,TA,105000
1371,9600,1955,6,6,1661,,377,Gd,165500
1372,9750,1998,7,6,2097,,583,Gd,274300
1373,11400,2001,10,5,2633,,804,Ex,466500
1374,10625,2005,7,5,1958,,936,Gd,250000
1375,10991,2007,8,5,1571,,722,Gd,239000
1376,6292,1930,6,5,790,,160,TA,91000
1377,10998,1941,5,5,1604,,660,TA,117000
1378,1953,1973,6,5,987,,264,TA,83000
1379,9735,2006,5,5,1394,,400,Gd,167500
1380,8212,1914,3,3,864,,200,TA,58500
1381,12925,1970,6,7,2117,,550,TA,237500
1382,7200,1920,7,7,1762,,576,Gd,157000
1383,25339,1918,5,7,1416,,576,Gd,112000
1384,9060,1939,6,5,1258,,280,TA,105000
1385,5436,1922,4,8,1154,,240,Gd,125500
1386,16692,1978,7,5,2784,TenC,564,Gd,250000
1387,8520,1916,6,7,2526,,216,Gd,136000
1388,14892,2006,9,5,1746,,758,Ex,377500
1389,6000,1941,6,6,1218,,440,TA,131000
1390,9100,2000,7,5,1525,,541,Gd,235000
1391,8944,1967,5,5,1584,,792,TA,124000
1392,7838,1967,5,5,900,,288,TA,123000
1393,10800,1905,6,7,1912,,672,TA,163000
1394,4045,2006,7,5,1500,,648,Gd,246578
1395,12665,2005,8,5,2482,,642,Gd,281213
1396,57200,1948,5,5,1687,,572,TA,160000
1397,6120,1920,5,8,1513,,180,TA,137500
1398,7200,1950,5,4,1904,,240,TA,138000
1399,6171,1925,6,6,1608,,216,Gd,137450
1400,6000,1929,6,7,1158,,208,TA,120000
1401,7415,2004,6,5,1593,,398,TA,193000
1402,6762,2006,7,5,1294,,662,Gd,193879
1403,15256,2007,8,5,1464,,754,Gd,282922
1404,10410,1915,3,4,1214,,936,TA,105000
1405,3842,2004,8,5,1646,,482,Gd,275000
1406,8445,1972,5,7,768,,396,TA,133000
1407,8780,1985,5,5,833,,0,TA,112000
1408,7740,1910,4,7,1363,,528,TA,125500
1409,20544,1986,7,6,2093,,542,TA,215000
1410,12420,2001,7,5,1840,,622,Gd,230000
1411,9600,1950,6,8,1668,,271,TA,140000
1412,7200,1949,4,5,1040,,420,TA,90000
1413,10994,2005,8,5,1844,,620,Gd,257000
1414,13053,1923,6,7,1848,,370,Gd,207000
1415,3635,2007,7,5,1569,,660,Gd,175900
1416,11340,1885,4,6,2290,,560,TA,122500
1417,16545,1998,8,5,2450,,1069,Gd,340000
1418,9204,1963,5,5,1144,,336,TA,124000
1419,16381,1969,6,5,1844,,540,Gd,223000
1420,11700,1968,6,6,1416,,776,TA,179900
1421,4043,1977,6,5,1069,,440,TA,127500
1422,4435,2003,6,5,848,,420,Gd,136500
1423,19690,1966,6,7,2201,,432,Gd,274970
1424,9503,1958,5,5,1344,,484,TA,144000
1425,10721,1959,6,6,1252,,528,Gd,142000
1426,10944,1994,7,5,2127,,525,Gd,271000
1427,10930,1945,5,6,1558,,288,TA,140000
1428,7200,1940,5,7,804,,240,Gd,119000
1429,12546,1981,6,7,1440,,467,Gd,182900
1430,21930,2005,5,5,1838,,372,TA,192140
1431,4928,1976,6,6,958,,440,TA,143750
1432,10800,1927,4,6,968,,216,TA,64500
1433,10261,2000,6,5,1792,,451,TA,186500
1434,17400,1977,5,5,1126,,484,TA,160000
1435,8400,1962,6,9,1537,,462,Gd,174000
1436,9000,1971,4,6,864,,528,TA,120500
1437,12444,2008,8,5,1932,,774,Ex,394617
1438,7407,1957,6,7,1236,,923,TA,149700
1439,11584,1979,7,6,1725,,550,TA,197000
1440,11526,1922,6,7,2555,,672,TA,191000
1441,4426,2004,6,5,848,,420,Gd,149300
1442,11003,2008,10,5,2007,,812,Ex,310000
1443,8854,1916,6,6,952,,192,Fa,121000
1444,8500,2004,7,5,1422,,626,Gd,179600
1445,8400,1966,6,5,913,,240,TA,129000
1446,26142,1962,5,7,1188,,312,TA,157900
1447,10000,1995,8,5,2090,,556,Gd,240000
1448,11767,1910,4,7,1346,,384,TA,112000
1449,1533,1970,5,7,630,,0,Ex,92000
1450,9000,1974,5,5,1792,,0,TA,136000
1451,9262,2008,8,5,1578,,840,Ex,287090
1452,3675,2005,5,5,1072,,525,TA,145000
1453,17217,2006,5,5,1140,,0,TA,84500
1454,7500,2004,7,5,1221,,400,Gd,185000
1455,7917,1999,6,5,1647,,460,TA,175000
1456,13175,1978,6,6,2073,,500,TA,210000
1457,9042,1941,7,9,2340,Shed,252,Gd,266500
1458,9717,1950,5,6,1078,,240,Gd,142125
1459,9937,1965,5,6,1256,,276,TA,147500
